f1,f2,f3,class
-0.708095821003111,0.01324191756459135,-0.725646240497205,0.0
-6.529127615968388,-1.4701877091611415,-1.4623113322552406,0.0
1.5193090709811834,-0.3389240626660841,0.20868025276509738,0.0
0.9299380180996965,-0.5198647991135888,0.2729980166162761,0.0
-0.6758780554857786,0.07078597908265571,-0.5594681888539981,0.0
-3.9347953436825263,-0.11188192724674655,0.2173929587982772,0.0
-1.250016055182346,0.4396455287283985,0.6310538440334698,0.0
-1.7649001924036138,-0.19504078330795688,-1.331770415151629,0.0
-1.6290271357995332,-0.6309684257736526,0.25750724590550844,0.0
2.225305635082582,0.6041453872413042,0.7803559188819337,0.0
-0.5954877816644533,-1.7035751827467498,0.574508405009024,0.0
-1.8610640969906513,-1.5150500337207415,-1.0682613592558128,0.0
1.3263844751619653,-1.4053595037746718,0.9382204791006113,0.0
1.1910003383851058,2.3497400617483124,0.053799656696757334,0.0
0.7022541743308459,-0.027760860873552617,1.3475452230751546,0.0
-0.6252132220067992,-0.6353429448956539,-0.07674023915015164,0.0
-2.377708416027602,0.9332093372943636,-2.1770925540254464,0.0
2.358129378319968,0.06429226853156368,-0.2248921801718944,0.0
1.4160771824342073,0.31276279926743833,-0.9080676800575176,0.0
0.7114507058361155,2.1379147947290176,0.12704575304554486,0.0
3.9476536500102615,0.7207324643997041,-0.6639182781621761,0.0
0.5440813907376457,-0.12547504639880883,0.05920578024589499,0.0
-0.15817871080327206,-0.6343878685591205,-0.6185753068031384,0.0
-0.12013573515145867,-0.13428363169050966,-0.4772480717750976,0.0
0.830890323222977,0.8082675898674265,0.07047262263283,0.0
1.221511902817705,1.6460988697500838,-2.0422045815298273,0.0
2.3378830786775735,1.635675306891754,0.757465464418507,0.0
0.1650166664489355,-0.9305135590640422,0.20386428032363696,0.0
-3.7414694361852705,-0.9418164900250922,0.6096392202733802,0.0
0.24610910316346649,-1.2992410049365632,-0.3294268647365623,0.0
-0.5552045322010976,-0.11886388111276483,-0.8711378440317589,0.0
